id,total_pop,total_men,total_women,houses,households,orthodox,orthodox_perc,rcatholic,rcatholic_perc,protestant,protestant_perc,muslim,muslim_perc,other_rel,other_rel_perc,srb_cro_svn,srb_cro_svn_perc,othr_slavic,othr_slavic_perc,hungarian,hungarian_perc,german,german_perc,albanian,albanian_perc,other_lang,other_lang_perc,age1,age2,age3,age4,age5,age1_perc,age2_perc,age3_perc,age4_perc,age5_perc,illiteracy_perc,illiteracy11_19_perc,illiteracy20_39_perc,illiteracy40_59_perc,illiteracy_60_perc,illiteracy_m_perc,illiteracy_f_perc,illiteracy_m_11_19_perc,illiteracy_f_11_19_perc,illiteracy_m_20_39_perc,illiteracy_f_20_39_perc,illiteracy_m_40_59_perc,illiteracy_f_40_59_perc,illiteracy_m_60_perc,illiteracy_f_60_perc,employed_agriculture,employed_agriculture_perc,employed_agriculture_men,employed_agriculture_men_perc,employed_agriculture_women,employed_agriculture_women_perc,employed_industry,employed_industry_perc,employed_industry_men,employed_industry_men_perc,employed_industry_women,employed_industry_women_perc,employed_commerce,employed_commerce_perc,employed_commerce_men,employed_commerce_men_perc,employed_commerce_women,employed_commerce_women_perc,employed_public_service,employed_public_service_perc,employed_public_service_men,employed_public_service_men_perc,employed_public_service_women,employed_public_service_women_perc,employed_other,employed_other_perc,employed_other_men,employed_other_men_perc,employed_other_women,employed_other_women_perc,employed_total,employed_men,employed_women,"srez,C,80"
220,14482,6708,7774,2519,2715,12046,83.2,2424,16.7,4,0,2,0,6,0.041,14471,99.92,4,0.03,0,0,7,0.05,0,0,0,0,4726,2308,3534,2272,1642,32.6,15.9,24.4,15.7,11.3,60,35.35528596,55.40464063,74.55985915,84.34835566,39,76.5,17.5,51.1,26.1,75.3,50.7,89.9,74,96.7,6315,94.16940054,3553,93.0104712,2762,95.7033957,115,1.714882195,102,2.670157068,13,0.45045045,67,0.999105279,49,1.282722513,18,0.623700624,128,1.908738443,92,2.408376963,36,1.247401247,81,1.207873546,24,0.628272251,57,1.975051975,6706,3820,2886,KORENICA
221,29099,13898,15201,5675,5799,19157,65.8,9853,33.9,4,0,19,0.1,66,0.227,28960,99.52,64,0.22,7,0.02,51,0.18,0,0,17,0.06,7755,4580,9257,5258,2249,26.7,15.7,31.8,18.1,7.7,46.4,26.31004367,42.00064816,61.22099658,70.78701645,26.4,64,12.7,39.6,20,61.7,39.4,78.1,54.2,85.4,13974,91.27367734,8183,88.6757694,5791,95.21538967,601,3.925538863,527,5.710879931,74,1.216705031,318,2.077073808,264,2.860858257,54,0.887865834,246,1.606792946,164,1.777199827,82,1.34824071,171,1.116917048,90,0.975292588,81,1.33179875,15310,9228,6082,KOSTAJNICA
222,34453,16832,17621,5835,6218,50,0.1,34311,99.6,17,0,3,0,72,0.209,34333,99.65,48,0.14,16,0.05,52,0.15,0,0,4,0.01,10337,5123,10095,5957,2941,30,14.9,29.3,17.3,8.5,37.1,20.20300605,32.35264983,48.73258352,59.57157429,23.6,49.6,12.1,27.6,18.8,44.7,28.8,65.3,46.9,75.2,14442,87.26283988,8826,83.54789852,5616,93.81891079,1343,8.114803625,1160,10.98068913,183,3.057133311,403,2.435045317,346,3.275274517,57,0.952221851,236,1.425981873,179,1.694433927,57,0.952221851,126,0.761329305,53,0.5017039,73,1.219512195,16550,10564,5986,KRAPINA
223,54490,26587,27903,11335,11726,2819,5.2,51573,94.6,17,0,2,0,79,0.145,53207,97.65,777,1.43,120,0.22,96,0.18,0,0,290,0.53,11642,7521,17909,11788,5630,21.4,13.8,32.9,21.6,10.3,26.8,13.18973541,19.13563013,34.52663726,53.17939609,18.8,34.3,9.5,16.9,12.5,25.6,23.7,43.6,42,63.9,28229,93.47970064,17729,91.5801436,10500,96.8724052,1127,3.732035234,1062,5.485820549,65,0.599686318,331,1.096099079,288,1.487680149,43,0.396715564,246,0.814623485,162,0.836820084,84,0.774979242,265,0.877541559,118,0.609535617,147,1.356213673,30198,19359,10839,KRIŽEVCI
224,7035,3511,3524,1217,1648,133,1.9,6683,95,9,0.1,6,0.1,204,2.9,6794,96.57,132,1.88,24,0.34,33,0.47,4,0.057,48,0.68,1282,1082,2315,1557,799,18.2,15.4,32.9,22.1,11.4,17.3,8.133086876,13.04535637,22.60757868,31.53942428,11.9,22.5,5.9,11.2,8.1,17.7,17.2,27,23.2,39.7,1969,51.88405797,1266,48.93699266,703,58.19536424,816,21.50197628,688,26.59451102,128,10.59602649,300,7.90513834,227,8.774642443,73,6.043046358,297,7.826086957,200,7.730962505,97,8.029801325,413,10.88274045,206,7.96289138,207,17.13576159,3795,2587,1208,"KRIŽEVCI, GRAD"
225,20043,9000,11043,5391,5815,69,0.3,19960,99.6,2,0,4,0,8,0.04,19246,96.02,21,0.1,3,0.01,17,0.08,0,0,756,3.77,4557,2748,5315,4190,3233,22.7,13.7,26.5,20.9,16.1,23.1,1.564774381,5.023518344,34.60620525,56.44911847,19.4,26,1.2,1.9,4,5.7,26.4,39.9,47.7,64.7,8518,78.79740981,4327,71.91291341,4191,87.44001669,861,7.964847364,769,12.78045538,92,1.919465888,551,5.097132285,468,7.77796244,83,1.731692051,426,3.94079556,318,5.28502576,108,2.253286042,454,4.199814986,135,2.243643011,319,6.655539328,10810,6017,4793,KRK
226,28041,13918,14123,5827,6183,1810,6.5,25661,91.5,322,1.1,9,0,239,0.852,24501,87.38,1957,6.98,985,3.51,348,1.24,0,0,250,0.89,7123,3815,8685,5383,3035,25.4,13.6,31,19.2,10.8,26.3,10.0655308,18.62982153,34.81330113,53.57495881,18.5,33.9,7.4,12.7,12.4,24.9,22.9,44.8,41.7,66.3,12688,88.13559322,8074,85.18674826,4614,93.81862546,1003,6.967213115,886,9.347963705,117,2.37901586,236,1.639344262,206,2.173454315,30,0.610004067,231,1.604612392,148,1.561510867,83,1.687677918,238,1.65323701,164,1.730322853,74,1.504676698,14396,9478,4918,KUTINA
227,29533,14438,15095,5536,5951,1627,5.5,27779,94.1,14,0,2,0,111,0.376,29294,99.19,31,0.1,38,0.13,32,0.11,0,0,138,0.47,7553,4311,9011,5655,3003,25.6,14.6,30.5,19.1,10.2,17.2,7.701229413,11.7190101,22.47568523,37.4958375,14.2,20.1,6.7,8.7,10.1,13.3,17.9,26.3,30.6,44.4,14187,91.95618356,8766,89.07631338,5421,97.0288169,823,5.334456832,775,7.875215933,48,0.859137283,148,0.959294789,123,1.24987298,25,0.447467335,179,1.160228157,138,1.402296515,41,0.733846429,91,0.589836661,39,0.396301189,52,0.930732057,15428,9841,5587,LUDBREG
228,50792,25296,25496,8995,10542,10764,21.2,37114,73.1,1757,3.5,19,0,1138,2.241,39774,78.31,3673,7.23,3263,6.42,3566,7.02,0,0,516,1.02,15003,7628,15977,8618,3566,29.5,15,31.5,17,7,28.2,14.10592554,22.48857733,38.1294964,59.75883343,23,33.3,12.1,16.2,17,27.9,30.4,45.4,55.8,63.7,19158,79.21766457,12164,74.45219733,6994,89.14096355,3490,14.43102878,3129,19.15167095,361,4.601070609,653,2.700132319,552,3.378626515,101,1.287280143,451,1.864869335,311,1.903537765,140,1.784348713,432,1.786304995,182,1.113967438,250,3.186336987,24184,16338,7846,NAŠICE
229,52088,25562,26526,9852,10365,12700,24.4,39012,74.9,72,0.1,81,0.2,223,0.428,50053,96.09,1413,2.71,139,0.27,229,0.44,7,0.013,247,0.47,13503,7510,16489,9908,4678,25.9,14.4,31.7,19,9,22.1,11.06524634,17.06592274,28.06822769,44.91235571,17.7,26.2,9.3,12.8,13.3,21,22.3,33,39.9,49.2,23041,86.43184035,14226,82.24072147,8815,94.17735043,1799,6.748443244,1598,9.238062204,201,2.147435897,430,1.613024233,372,2.150537634,58,0.61965812,370,1.387951084,267,1.543531044,103,1.10042735,1018,3.818741091,835,4.827147647,183,1.955128205,26658,17298,9360,NOVA GRADIŠKA
230,4218,2061,2157,760,1031,1020,24.2,2905,68.9,32,0.8,13,0.3,248,5.88,3759,89.12,231,5.48,75,1.78,97,2.3,4,0.095,52,1.23,681,795,1424,879,439,16.1,18.8,33.8,20.8,10.4,10.5,4.150943396,8.075842697,12.62798635,25.74031891,6,14.8,1.7,7.4,4.8,11,7.6,16.8,16.5,33.9,253,11.37078652,150,9.696186167,103,15.19174041,747,33.57303371,625,40.40077569,122,17.99410029,394,17.70786517,274,17.71170006,120,17.69911504,329,14.78651685,227,14.67356173,102,15.04424779,502,22.56179775,271,17.51777634,231,34.07079646,2225,1547,678,"NOVA GRADIŠKA, GRAD"
231,8710,3667,5043,2455,2293,52,0.6,8655,99.4,1,0,0,0,2,0.023,8701,99.9,3,0.03,2,0.02,4,0.05,0,0,0,0,2348,1175,2206,1550,1431,27,13.5,25.3,17.8,16.4,38.4,17.44680851,24.61468722,45.22580645,69.67155835,31.1,43.1,18.6,16.3,22.9,25.6,33.3,50.8,52.8,81.5,3437,75.53846154,1332,59.27903872,2105,91.40251845,745,16.37362637,679,30.21806854,66,2.865827182,129,2.835164835,89,3.960836671,40,1.736864959,140,3.076923077,98,4.361370717,42,1.823708207,99,2.175824176,49,2.180685358,50,2.171081198,4550,2247,2303,NOVI
232,36129,17486,18643,6430,6844,117,0.3,35945,99.5,6,0,2,0,59,0.163,35989,99.61,31,0.09,17,0.05,60,0.17,0,0,32,0.09,10077,5173,11264,6558,3057,27.9,14.3,31.2,18.2,8.5,34.5,16.66344481,28.61328125,46.91979262,59.96074583,22.7,45.3,11,22,17.3,38.7,29.6,61.1,45.7,76.2,16990,93.00925166,10444,91.25382263,6546,95.95426561,678,3.711611102,614,5.364788117,64,0.938141308,209,1.144139705,161,1.406727829,48,0.703605981,213,1.166037116,146,1.27566623,67,0.982116681,177,0.96896042,80,0.698995194,97,1.421870419,18267,11445,6822,NOVI MAROF
233,29164,14222,14942,6191,6605,7870,27,20373,69.9,199,0.7,28,0.1,694,2.38,25645,87.93,2736,9.38,539,1.85,118,0.4,6,0.021,120,0.41,7081,4178,9201,5487,3217,24.3,14.3,31.5,18.8,11,22.4,9.693633317,14.73752853,29.81592856,47.87068698,14.9,29.2,7.9,11.5,10.1,19.3,18.4,38.9,33,60.9,12913,86.73428264,8038,82.55957272,4875,94.6234472,879,5.904083826,805,8.268282662,74,1.436335404,676,4.540569586,623,6.3989318,53,1.028726708,245,1.645620634,175,1.797452753,70,1.358695652,175,1.17544331,95,0.975760066,80,1.552795031,14888,9736,5152,NOVSKA
234,47203,22872,24331,8043,8519,22516,47.7,24592,52.1,16,0,6,0,73,0.155,46885,99.33,76,0.16,24,0.05,42,0.09,0,0,176,0.37,15103,7002,13809,7061,4228,32,14.8,29.3,15,9,44.3,24.42159383,35.36099645,60.43053392,79.23368023,29.5,57.7,15,33.9,20.4,49,37.2,77.1,69,90.5,20031,87.36098391,11882,83.81180786,8149,93.11014625,1096,4.77997296,954,6.729209283,142,1.622486289,816,3.558811985,741,5.226775764,75,0.856946984,517,2.254786515,342,2.412358045,175,1.999542962,469,2.045444633,258,1.819849051,211,2.410877514,22929,14177,8752,OGULIN
235,33514,16585,16929,6626,8006,11916,35.6,19580,58.4,1813,5.4,21,0.1,184,0.549,19573,58.4,370,1.1,6322,18.86,6790,20.26,0,0,459,1.37,8578,4582,10597,6505,3252,25.6,13.7,31.6,19.4,9.7,25.8,12.13443911,18.29763141,32.02152191,56.9495695,20.8,30.6,11.3,12.9,13.7,22.9,24.6,38.8,50.5,63.2,12838,77.9335883,8492,75.07072136,4346,84.20848673,2125,12.8998968,1779,15.72666195,346,6.704127107,546,3.31451466,483,4.26980198,63,1.220693664,273,1.65725733,206,1.821074965,67,1.298198024,691,4.194742913,352,3.111739745,339,6.568494478,16473,11312,5161,OSIJEK
236,40337,20022,20315,5044,10715,5884,14.6,30330,75.2,1049,2.6,437,1.1,2637,6.537,26382,65.4,1176,2.92,2839,7.04,9731,24.12,79,0.196,130,0.32,6614,5944,15712,8425,3642,16.4,14.7,39,20.9,9,10.8,3.701211306,9.833248473,12.24925816,23.14662273,9,12.5,2.9,4.6,10.4,9.2,8.3,15.6,15.3,28.8,1067,4.915012207,862,5.632882441,205,3.200124883,9027,41.58183242,6805,44.46840489,2222,34.68623166,3680,16.95149477,2787,18.21211527,893,13.9400562,3828,17.63323967,3101,20.26400052,727,11.34873556,4107,18.91842093,1748,11.42259688,2359,36.8248517,21709,15303,6406,"OSIJEK, GRAD"
237,33688,16161,17527,5515,6121,16075,47.7,17530,52,8,0,64,0.2,11,0.033,33541,99.56,28,0.08,53,0.16,15,0.04,2,0.006,49,0.15,10332,5269,9535,5205,3347,30.7,15.6,28.3,15.5,9.9,49.7,25.14708673,44.96067121,65.36023055,77.3827308,30.7,66.1,12.8,35.7,20.7,65.1,39.5,84.6,66.7,91,14455,87.81895504,8181,83.28412908,6274,94.53066144,685,4.161603888,608,6.189555126,77,1.160162724,317,1.925880923,253,2.575587906,64,0.964291095,775,4.708383961,666,6.780006108,109,1.642308272,228,1.385176185,115,1.170721775,113,1.702576465,16460,9823,6637,OTOČAC
238,40051,19523,20528,7074,7604,20915,52.2,17742,44.3,994,2.5,29,0.1,371,0.926,32121,80.2,3274,8.17,1791,4.47,1642,4.1,0,0,1223,3.05,11266,6287,12537,7068,2893,28.1,15.7,31.3,17.6,7.2,36.1,22.71353587,31.73007897,46.59026599,58.10577255,27.5,44,17,28.1,22.7,40.3,35.6,55.8,51.5,64.9,15760,80.96999589,9916,78.20189274,5844,86.14386792,1895,9.735922729,1689,13.32018927,206,3.036556604,479,2.460953555,395,3.115141956,84,1.238207547,468,2.404438964,314,2.476340694,154,2.27004717,862,4.428688861,366,2.886435331,496,7.311320755,19464,12680,6784,PAKRAC
239,19760,9106,10654,3621,3790,3234,16.4,16519,83.6,1,0,0,0,6,0.03,19742,99.91,11,0.06,2,0.01,5,0.03,0,0,0,0,6664,2773,5193,3034,2096,33.7,14,26.3,15.4,10.6,59.7,31.30183916,54.95859811,75.6097561,85.8778626,39.3,75.4,18.1,43.3,27.8,72.8,49.3,92.7,74.9,98.2,8867,94.85451433,4809,92.99941984,4058,97.15106536,173,1.850663243,152,2.939470122,21,0.502753172,103,1.101839966,82,1.585766776,21,0.502753172,127,1.358579375,87,1.682459872,40,0.95762509,78,0.834403081,41,0.792883388,37,0.885803208,9348,5171,4177,PERUŠIĆ
240,32856,15888,16968,6565,6636,16346,49.8,16407,49.9,2,0,33,0.1,68,0.207,32640,99.34,57,0.17,8,0.02,21,0.06,0,0,130,0.4,8338,4597,10919,6121,2881,25.4,14,33.2,18.6,8.8,48.2,30.08483794,42.99844308,61.49322006,68.34432489,30.3,64.4,19.1,40.7,24.2,60.9,40.2,77.6,52.7,83.8,16159,92.79315493,9837,90.23942758,6322,97.06740365,648,3.721143907,601,5.513255665,47,0.721633656,258,1.481566556,240,2.201632878,18,0.276370336,173,0.993453543,135,1.238418494,38,0.583448488,176,1.010681061,88,0.807265388,88,1.351143866,17414,10901,6513,PETRINJA
241,5536,2882,2654,960,1256,962,17.4,4462,80.6,8,0.1,21,0.4,83,1.499,5350,96.64,90,1.63,14,0.25,47,0.85,0,0,35,0.63,981,883,1945,1160,567,17.7,16,35.1,21,10.2,14.7,5.662514156,12.3907455,18.10344828,29.45326279,11,18.6,4.1,7.6,10.1,15.2,12.7,22.5,23.5,35.3,762,28.32713755,529,25.51857212,233,37.76337115,858,31.89591078,746,35.98649301,112,18.15235008,177,6.579925651,137,6.608779547,40,6.482982172,527,19.59107807,444,21.41823444,83,13.45218801,366,13.60594796,217,10.46792089,149,24.14910859,2690,2073,617,"PETRINJA, GRAD"
242,14965,6999,7966,2919,3010,42,0.3,14875,99.4,19,0.1,4,0,25,0.167,14694,98.19,41,0.27,6,0.04,2,0.01,0,0,222,1.48,3487,1917,4922,3097,1542,23.3,12.8,32.9,20.7,10.3,50.2,31.55972874,39.5977245,65.48272522,76.71854734,36.1,62.2,22.8,40,25.3,52,44.7,79.2,69,85.3,7898,95.50181378,4706,94.2897215,3192,97.34675206,138,1.668681983,127,2.544580244,11,0.335468131,58,0.701330109,45,0.901622921,13,0.396462336,113,1.366384522,80,1.602885193,33,1.006404392,63,0.761789601,33,0.661190142,30,0.914913083,8270,4991,3279,PISAROVINA
243,52920,26108,26812,10341,10786,13028,24.6,39008,73.7,728,1.4,24,0,59,0.111,28387,53.64,7,0.01,114,0.22,2,0,4,0.008,25,0.05,13325,7523,17248,10501,4323,25.2,14.2,32.6,19.8,8.2,31.2,15.12694404,23.591141,41.81506523,63.52070322,25.2,37,10.8,19.6,17.6,29.7,35,47.7,59.3,67.7,24851,88.83288651,15373,84.94308763,9478,95.96031184,2219,7.932082216,2086,11.52613548,133,1.346562721,351,1.254691689,302,1.668692673,49,0.496102055,294,1.050938338,201,1.110619958,93,0.941581452,260,0.929401251,136,0.75146425,124,1.255441936,27975,18098,9877,POŽEGA
244,7125,3651,3474,1108,1681,865,12.1,5799,81.4,78,1.1,114,1.6,269,3.775,6246,87.66,291,4.08,293,4.11,233,3.27,24,0.337,38,0.53,1248,1338,2512,1372,655,17.5,18.8,35.3,19.3,9.2,13.4,2.989536622,12.5,18.22157434,28.09160305,12.4,14.5,2.5,3.5,14.2,10.5,13.2,22.5,25.3,30.4,563,15.03739316,410,15.1179941,153,14.8255814,1280,34.18803419,989,36.46755162,291,28.19767442,370,9.882478632,272,10.02949853,98,9.496124031,841,22.46260684,689,25.40560472,152,14.72868217,690,18.42948718,352,12.97935103,338,32.75193798,3744,2712,1032,"POŽEGA, GRAD"
245,33034,16154,16880,5983,6422,15,0,32983,99.8,2,0,0,0,34,0.103,32930,99.69,18,0.05,3,0.01,58,0.18,0,0,25,0.08,10124,4644,9020,5872,3374,30.6,14.1,27.3,17.8,10.2,26.4,11.73557278,20.13303769,33.24250681,51.21517487,18.7,33.5,8.4,14.9,12.8,26.6,20.9,43.8,41.8,62.4,14879,93.73188862,9354,92.26671927,5525,96.32147838,591,3.72306917,516,5.089761294,75,1.307531381,153,0.963840242,128,1.262576445,25,0.435843794,181,1.140229306,109,1.075162754,72,1.255230126,70,0.44097266,31,0.305780233,39,0.679916318,15874,10138,5736,PREGRADA
246,44948,21611,23337,7288,8548,63,0.1,44753,99.6,18,0,2,0,112,0.249,44669,99.38,21,0.05,134,0.3,48,0.11,0,0,76,0.17,14025,7160,11894,7819,4050,31.2,15.9,26.5,17.4,9,9.3,4.525139665,6.835379183,10.55122138,22.54320988,8.4,10.1,4.8,4.3,7.1,6.6,9.3,11.6,16.8,28.4,19746,89.86074452,11299,86.31779985,8447,95.08104457,1288,5.861472649,1188,9.075630252,100,1.12561909,347,1.579138982,282,2.154316272,65,0.731652409,375,1.706562301,237,1.810542399,138,1.553354345,218,0.992081551,84,0.64171123,134,1.508329581,21974,13090,8884,PRELOG
247,14598,6794,7804,2501,2702,39,0.3,14539,99.6,9,0.1,1,0,10,0.069,14431,98.86,22,0.15,6,0.04,76,0.52,1,0.007,62,0.42,4535,2125,4113,2466,1359,31.1,14.6,28.2,16.9,9.3,37.3,17.83529412,25.01823487,53.60908354,75.64385578,26.8,45.7,14.8,20.8,16.6,31,35,68.4,61.9,86.4,5698,81.26069595,3234,79.32303164,2464,83.95229983,537,7.658300057,386,9.467745892,151,5.144804089,222,3.166001141,186,4.562178072,36,1.226575809,242,3.451226469,173,4.243316164,69,2.350936968,313,4.463776383,98,2.403728232,215,7.325383305,7012,4077,2935,RAB
248,26598,13110,13488,4268,4583,73,0.3,26445,99.4,15,0.1,3,0,62,0.233,26326,98.98,70,0.26,22,0.08,79,0.3,0,0,101,0.38,7868,3912,8301,4305,2212,29.6,14.7,31.2,16.2,8.3,38,20.93558282,30.70714372,52.40418118,67.58589512,29.3,46.3,14.7,27,21.9,39.4,39.3,62.5,62.5,73.7,12175,87.20097407,7192,84.68150241,4983,91.11354909,1076,7.706632288,870,10.24373013,206,3.766684952,244,1.74760063,205,2.413752502,39,0.713110258,199,1.425297235,120,1.412928294,79,1.444505394,268,1.919495774,106,1.24808666,162,2.962150302,13962,8493,5469,SAMOBOR
249,10431,4877,5554,2043,2122,24,0.2,10405,99.8,0,0,0,0,2,0.019,10430,99.99,1,0.01,0,0,0,0,0,0,0,0,3079,1682,2846,1616,1208,29.5,16.1,27.3,15.5,11.6,57.3,41.31985731,47.68095573,71.59653465,82.86423841,40.6,70.8,28.5,53.6,27.2,62.4,48.3,86.7,72.7,94.8,4671,89.09021553,2548,84.65116279,2123,95.07389163,234,4.463093649,192,6.378737542,42,1.880877743,173,3.299637612,156,5.182724252,17,0.761307658,93,1.77379363,74,2.458471761,19,0.850873265,72,1.373259584,40,1.328903654,32,1.433049709,5243,3010,2233,SENJ
250,3072,1352,1720,439,756,75,2.4,2979,97,1,0,2,0.1,15,0.488,3027,98.54,22,0.72,4,0.13,10,0.33,0,0,9,0.29,725,610,768,690,279,23.6,19.9,25,22.5,9.1,17.9,2.786885246,13.41145833,28.98550725,36.20071685,6.7,26.1,0.6,5.4,2.4,20.2,11.7,39.3,25.2,43.5,18,1.156812339,16,1.982651797,2,0.267022697,726,46.65809769,287,35.5638166,439,58.61148198,220,14.13881748,159,19.70260223,61,8.144192256,159,10.218509,104,12.88723668,55,7.343124166,433,27.8277635,241,29.86369269,192,25.63417891,1556,807,749,"SENJ, GRAD"
251,27436,13342,14094,5846,6364,618,2.3,26718,97.4,18,0.1,15,0.1,67,0.244,26764,97.55,395,1.44,128,0.47,87,0.32,0,0,62,0.23,5597,3538,8901,5758,3642,20.4,12.9,32.4,21,13.3,30.9,13.99095534,18.34625323,39.90969086,64.00329489,23.4,37.9,11.6,16.6,13.4,23.2,28.2,48.8,53.8,73.6,13913,91.35259357,8732,88.75787762,5181,96.08679525,785,5.154300722,698,7.094937996,87,1.613501484,292,1.917268549,257,2.612319577,35,0.649109792,161,1.057124097,107,1.087619435,54,1.00148368,79,0.518713066,44,0.447245375,35,0.649109792,15230,9838,5392,SISAK
252,10915,5542,5373,1417,2828,1419,13,9049,82.9,38,0.3,123,1.1,286,2.62,10277,94.15,212,1.94,156,1.43,184,1.69,41,0.376,45,0.41,2190,1642,4260,2024,799,20.1,15,39,18.5,7.3,16.3,4.202192448,14.41314554,22.2826087,36.29536921,11.7,21.2,3.4,5.1,10.7,18.5,14.2,29.8,31.2,40.5,591,11.05499439,402,9.925925926,189,14.58333333,2403,44.94949495,1965,48.51851852,438,33.7962963,874,16.3486719,715,17.65432099,159,12.26851852,751,14.04788627,632,15.60493827,119,9.182098765,727,13.59895249,336,8.296296296,391,30.16975309,5346,4050,1296,"SISAK, GRAD"
253,45695,22572,23123,8032,8931,20232,44.3,24294,53.2,871,1.9,5,0,293,0.641,39573,86.6,770,1.69,2698,5.9,1800,3.94,0,0,854,1.87,13571,6604,14085,8203,3232,29.7,14.5,30.8,18,7.1,34.7,19.97274379,28.31380902,45.45897842,65.31559406,27.3,41.8,15.2,24.5,20.3,36,35.4,55,59.8,71.4,18290,84.03013875,11674,80.10155071,6616,91.99110122,2111,9.698612515,1937,13.29079182,174,2.419354839,497,2.283377745,419,2.874982846,78,1.084538376,361,1.658550032,251,1.722245094,110,1.529477197,507,2.329320959,293,2.010429532,214,2.975528365,21766,14574,7192,SLATINA
254,45829,22046,23783,7051,7134,24352,53.1,21470,46.8,0,0,3,0,4,0.009,45806,99.95,18,0.04,0,0,1,0,0,0,4,0.01,15933,7014,12836,6993,3053,34.8,15.3,28,15.3,6.7,65.5,53.64984317,62.68307884,74.66037466,83.95021291,46.5,82.2,35,70.6,41.5,81.1,54.5,89.7,73.5,96.6,20690,96.57844373,12317,95.6437335,8373,97.98712697,311,1.451710778,276,2.143189936,35,0.409596255,124,0.578817159,91,0.706631465,33,0.386190755,219,1.022265789,150,1.164777139,69,0.80748976,79,0.368762545,44,0.341667961,35,0.409596255,21423,12878,8545,SLUNJ
255,18848,8633,10215,4722,4904,223,1.2,18581,98.6,3,0,21,0.1,20,0.106,18718,99.31,60,0.32,10,0.05,27,0.14,0,0,33,0.18,4727,2548,5525,3591,2457,25.1,13.5,29.3,19.1,13,16,2.786499215,4.959276018,21.27541075,46.64224664,11.7,19.4,3.3,2.2,4.6,5.3,16.3,24.7,31.2,58.9,5653,59.15036099,2800,48.94249257,2853,74.37434828,1698,17.76708172,1364,23.84198567,334,8.706986444,1087,11.37386209,923,16.13354309,164,4.275286757,353,3.693627707,248,4.334906485,105,2.737226277,766,8.01506749,386,6.74707219,380,9.906152242,9557,5721,3836,SUŠAK
256,16111,8079,8032,1791,3585,987,6.1,14833,92.1,57,0.4,65,0.4,169,1.049,15488,96.13,123,0.76,50,0.31,157,0.97,44,0.273,249,1.55,2768,2492,5998,3455,1398,17.2,15.5,37.2,21.4,8.7,8.2,1.243980738,5.235078359,10.39073806,27.53934192,5.7,10.7,0.7,1.8,5.6,4.9,6.1,14.4,15.7,36.4,654,7.782934666,385,6.431673906,269,11.12949938,2320,27.6091872,1743,29.11794186,577,23.8725693,2668,31.75056527,2241,37.43735383,427,17.66652875,1234,14.68523146,964,16.10424323,270,11.17087298,1527,18.1720814,653,10.90878717,874,36.16052958,8403,5986,2417,"SUŠAK, GRAD"
257,34502,16976,17526,6505,6817,29,0.1,34450,99.8,2,0,1,0,20,0.058,34374,99.63,22,0.06,4,0.01,10,0.03,0,0,92,0.27,7999,5126,11038,7109,3230,23.2,14.9,32,20.6,9.4,35.5,15.33359345,24.8505164,52.34210156,67.05882353,21.5,48.9,9,21.6,12,37,31.2,70.6,50.7,85.7,17626,94.73288187,11213,93.49620612,6413,96.97565401,514,2.762549715,467,3.893938131,47,0.710721307,146,0.78469311,117,0.975569082,29,0.438530168,209,1.123293561,138,1.150671225,71,1.073642825,111,0.596581748,58,0.483615442,53,0.801451686,18606,11993,6613,SVETI IVAN ZELINA
258,11976,5485,6491,2026,2099,8897,74.3,3077,25.7,0,0,1,0,1,0.008,11967,99.92,2,0.02,1,0.01,2,0.02,0,0,4,0.03,4173,1760,2962,1850,1231,34.8,14.7,24.7,15.4,10.3,64.3,43.35227273,57.5624578,78.81081081,88.87083672,40.1,82.7,21.2,62.3,23.9,80.5,53.2,95.1,80.3,98,5359,94.98404821,2834,93.19302861,2525,97.07804691,127,2.250974832,102,3.354159816,25,0.961168781,54,0.957107409,33,1.085169352,21,0.807381776,81,1.435661113,61,2.005919106,20,0.768935025,21,0.372208437,11,0.361723117,10,0.384467512,5642,3041,2601,UDBINA
259,24096,11804,12292,4600,5548,1029,4.3,22323,92.6,236,1,6,0,502,2.083,20614,85.55,319,1.32,512,2.12,1920,7.97,1,0.004,730,3.03,5530,3427,7791,4919,2429,22.9,14.2,32.3,20.4,10.1,22.7,7.791070907,12.51443974,32.87253507,55.86661177,21.6,23.8,7.7,7.9,12,13,30.8,34.8,54.1,57.6,8286,71.17945194,5460,65.75144509,2826,84.68684447,2383,20.47074994,2154,25.93930636,229,6.862451304,404,3.470492226,339,4.082369942,65,1.947857357,218,1.87269135,153,1.842485549,65,1.947857357,350,3.006614552,198,2.384393064,152,4.554989512,11641,8304,3337,VALPOVO
260,45739,22407,23332,7617,8547,24,0.1,45655,99.8,6,0,0,0,54,0.118,45540,99.56,30,0.07,13,0.03,33,0.07,0,0,123,0.27,13381,6913,13579,8048,3818,29.3,15.1,29.7,17.6,8.3,22.6,9.518298857,17.24721997,32.08250497,45.075956,16.8,28,7.3,11.7,11.6,22.6,23.6,39.2,38,52.8,21285,94.53697535,13357,93.34032145,7928,96.62400975,750,3.331112592,629,4.395527603,121,1.474710542,169,0.750610704,142,0.992313068,27,0.329067642,176,0.781701088,117,0.817610063,59,0.719073736,135,0.599600266,65,0.454227813,70,0.85313833,22515,14310,8205,VARAŽDIN
