id,total_pop,total_men,total_women,houses,households,orthodox,orthodox_perc,rcatholic,rcatholic_perc,protestant,protestant_perc,muslim,muslim_perc,other_rel,other_rel_perc,srb_cro_svn,srb_cro_svn_perc,othr_slavic,othr_slavic_perc,hungarian,hungarian_perc,german,german_perc,albanian,albanian_perc,other_lang,other_lang_perc,age1,age2,age3,age4,age5,age1_perc,age2_perc,age3_perc,age4_perc,age5_perc,illiteracy_perc,illiteracy11_19_perc,illiteracy20_39_perc,illiteracy40_59_perc,illiteracy_60_perc,illiteracy_m_perc,illiteracy_f_perc,illiteracy_m_11_19_perc,illiteracy_f_11_19_perc,illiteracy_m_20_39_perc,illiteracy_f_20_39_perc,illiteracy_m_40_59_perc,illiteracy_f_40_59_perc,illiteracy_m_60_perc,illiteracy_f_60_perc,employed_agriculture,employed_agriculture_perc,employed_agriculture_men,employed_agriculture_men_perc,employed_agriculture_women,employed_agriculture_women_perc,employed_industry,employed_industry_perc,employed_industry_men,employed_industry_men_perc,employed_industry_women,employed_industry_women_perc,employed_commerce,employed_commerce_perc,employed_commerce_men,employed_commerce_men_perc,employed_commerce_women,employed_commerce_women_perc,employed_public_service,employed_public_service_perc,employed_public_service_men,employed_public_service_men_perc,employed_public_service_women,employed_public_service_women_perc,employed_other,employed_other_perc,employed_other_men,employed_other_men_perc,employed_other_women,employed_other_women_perc,employed_total,employed_men,employed_women,"srez,C,80"
95,60639,30830,29809,11254,12932,58206,96,1674,2.8,56,0.1,571,0.9,132,0.218,58708,96.82,623,1.03,174,0.29,240,0.4,121,0.2,773,1.27,15370,8369,21294,11029,4577,25.3,13.8,35.1,18.2,7.5,41.9,18.74775959,36.95876773,55.28153051,74.80882674,20.4,64.1,6.5,33.4,15.2,62.1,30.8,76.5,56.8,87.6,17493,72.3150062,11570,69.20270351,5923,79.27988221,4532,18.73501447,3779,22.6030265,753,10.07897203,848,3.505580819,663,3.965548179,185,2.476241467,753,3.112856552,506,3.0264968,247,3.306116986,564,2.331541959,201,1.202225013,363,4.858787311,24190,16719,7471,KRAGUJEVAC
96,53479,25855,27624,11869,14050,6910,12.9,13698,25.6,22077,41.3,11,0,10783,20.163,8437,15.78,9777,18.28,7555,14.13,27605,51.62,0,0,105,0.2,12272,7918,16839,10625,5825,22.9,14.8,31.5,19.9,10.9,10.9,6.693609497,8.082427698,11.79294118,23.12446352,8.2,13.4,5.9,7.5,6.7,9.4,8.2,14.7,16.1,29.2,12438,93.34333959,7626,90.73170732,4812,97.80487805,478,3.587242026,453,5.389649018,25,0.508130081,155,1.163227017,150,1.784651993,5,0.101626016,159,1.193245779,119,1.415823914,40,0.81300813,95,0.712945591,57,0.678167757,38,0.772357724,13325,8405,4920,KULA
97,28467,13762,14705,5982,5647,28303,99.4,150,0.5,7,0,2,0,5,0.018,28373,99.67,12,0.04,10,0.04,16,0.06,0,0,56,0.2,7782,3350,8922,5721,2692,27.3,11.8,31.3,20.1,9.5,54.6,27.6119403,48.3860121,67.64551652,81.31500743,24.7,81.3,9.7,44.4,16,80.7,33.8,94.1,59.7,97.7,12800,88.0572372,7833,84.13533835,4967,95.04401072,950,6.535498074,891,9.570354458,59,1.128970532,317,2.180792515,290,3.114930183,27,0.516647532,306,2.105118327,225,2.416756176,81,1.549942595,163,1.12135388,71,0.762620838,92,1.760428626,14536,9310,5226,LEPENICA
98,31259,15021,16238,5705,5737,31090,99.5,145,0.5,8,0,9,0,7,0.022,31077,99.42,75,0.24,15,0.05,16,0.05,2,0.006,74,0.24,9569,3826,9749,5718,2397,30.6,12.2,31.2,18.3,7.7,50.9,26.24150549,46.17909529,63.08149703,80.85106383,19.1,79,8.2,43.8,12.1,79.4,25,91.7,58.6,97,18855,92.34046721,11572,89.35217358,7283,97.52276379,897,4.392967334,803,6.200293414,94,1.258703803,343,1.679808022,318,2.455408849,25,0.33476165,270,1.32229786,220,1.698710524,50,0.669523299,54,0.264459572,38,0.293413636,16,0.214247456,20419,12951,7468,MLADENOVAC
99,29241,13853,15388,6155,6141,29206,99.9,30,0.1,4,0,1,0,0,0,27293,93.34,32,0.11,5,0.02,6,0.02,0,0,1905,6.51,7935,3340,9715,5484,2767,27.1,11.4,33.2,18.8,9.5,58.8,39.34131737,53.07256819,68.76367615,82.68883267,30.1,83.4,15.1,62.3,24.4,80.7,37.2,91.8,61.3,97.5,20183,84.76690466,12847,80.56060701,7336,93.29772352,2535,10.64678706,2346,14.71123095,189,2.403662724,459,1.927761445,392,2.458142597,67,0.852092077,424,1.780764385,301,1.887502352,123,1.56428844,209,0.877782444,61,0.382517088,148,1.882233244,23810,15947,7863,MORAVA
100,32659,16124,16535,7285,7902,15689,48,15864,48.6,635,1.9,5,0,466,1.427,15555,47.63,477,1.46,15300,46.85,1065,3.26,0,0,262,0.8,8491,4551,10043,6364,3210,26,13.9,30.8,19.5,9.8,22.8,11.82157768,14.45783133,27.30986801,55.60747664,16,29.4,10.2,13.4,10,18.8,16.6,37,41.8,69.5,18484,78.04095419,11403,72.93718818,7081,87.95180723,2974,12.55647034,2604,16.65600614,370,4.595702397,856,3.614101752,784,5.014711526,72,0.894298845,593,2.503694321,474,3.031853652,119,1.478077257,778,3.284779396,369,2.360240501,409,5.080114272,23685,15634,8051,NOVA KANJIŽA
101,46379,22608,23771,10053,10456,32936,71,12841,27.7,92,0.2,5,0,505,1.089,32661,70.42,483,1.04,12154,26.21,838,1.81,0,0,243,0.52,12018,7259,13976,8774,4352,25.9,15.7,30.1,18.9,9.4,26.9,14.78165037,18.04522038,34.46546615,60.01838235,17.7,35.4,12.6,16.8,11.5,24.2,18.7,49.1,44.6,74.4,15272,94.39396749,9553,92.09486166,5719,98.50155012,567,3.504542926,538,5.186541984,29,0.499483293,114,0.704617096,105,1.012243324,9,0.155012056,193,1.192904382,159,1.532825605,34,0.585601102,33,0.203968107,18,0.173527427,15,0.258353427,16179,10373,5806,NOVI BEČEJ
102,61488,29723,31765,13828,15346,18767,30.5,15656,25.5,26005,42.3,12,0,1048,1.704,18993,30.89,17444,28.37,10902,17.73,13880,22.57,1,0.002,268,0.44,15073,8398,18794,12263,6960,24.5,13.7,30.6,19.9,11.3,13.2,6.977851869,9.338086623,13.39802658,30.61781609,10.5,15.7,7.2,6.7,7.5,11,10.6,15.8,22.4,38.1,27868,78.84343349,16864,73.24530924,11004,89.30368447,2832,8.012222034,2481,10.7757123,351,2.848563545,1166,3.298817405,1031,4.477936067,135,1.095601363,1387,3.924064958,1201,5.216296039,186,1.509495212,2093,5.921462117,1447,6.284746352,646,5.242655413,35346,23024,12322,NOVI SAD
103,51466,25000,26466,10669,13366,8202,15.9,35487,69,7030,13.7,19,0,728,1.415,11584,22.51,9043,17.57,2162,4.2,28274,54.94,5,0.01,398,0.77,13269,7185,15713,9945,5354,25.8,14,30.5,19.3,10.4,11.6,7.306889353,7.439699612,12.16691805,28.7822189,9.3,13.8,7.4,7.2,6.4,8.4,8.6,15.1,22,34.8,17152,90.03674541,10209,86.29754861,6943,96.1634349,995,5.223097113,898,7.590870668,97,1.343490305,305,1.601049869,290,2.451394759,15,0.207756233,345,1.811023622,289,2.442941674,56,0.775623269,253,1.32808399,144,1.217244294,109,1.509695291,19050,11830,7220,ODŽACI
104,26669,12761,13908,5259,5124,26622,99.8,34,0.1,1,0,8,0,4,0.015,26585,99.69,12,0.04,4,0.01,14,0.05,4,0.015,50,0.19,7423,3165,8293,5320,2468,27.8,11.9,31.1,19.9,9.3,51.5,26.7614534,44.50741589,62.42481203,82.90113452,20.1,79,7.7,44.8,11.4,76.5,24.2,92.3,62.5,98.1,19989,74.27541617,12988,69.63701678,7001,84.74760925,3824,14.20927467,3471,18.61026218,353,4.273090425,1497,5.562574316,1281,6.868264436,216,2.614695557,847,3.147294887,591,3.168730899,256,3.098898438,755,2.805439952,320,1.715725698,435,5.265706331,26912,18651,8261,OPLENAC
105,30803,14898,15905,5895,5803,30691,99.6,99,0.3,0,0,9,0,4,0.013,30341,98.5,44,0.14,11,0.04,13,0.04,1,0.003,393,1.28,9827,3684,9591,5420,2281,31.9,12,31.1,17.6,7.4,50.4,25.6514658,45.50099051,63.52398524,79.43884261,21.2,76.6,10.5,40.1,13.2,76.6,30.9,90.6,55.4,96.8,16220,80.48429514,11236,78.56243882,4984,85.18202017,2094,10.39051258,1794,12.54370018,300,5.127328662,697,3.458542153,579,4.048384841,118,2.016749274,661,3.279908698,483,3.377150049,178,3.042215006,481,2.386741428,210,1.468326108,271,4.631686891,20153,14302,5851,ORAŠAC
106,41292,19789,21503,8549,8412,41222,99.8,61,0.1,2,0,1,0,6,0.015,40898,99.05,28,0.07,11,0.03,13,0.03,0,0,342,0.83,11716,4944,13102,7948,3582,28.4,12,31.7,19.2,8.7,53.1,28.13511327,46.01587544,67.06089582,82.38414294,22.5,80,7.9,47.2,13.8,77.9,32.5,93.5,61.1,97.6,9943,63.76170322,7208,66.04966554,2735,58.42768639,2740,17.57086059,2021,18.51919729,719,15.35996582,1101,7.060407849,808,7.404013562,293,6.259346294,805,5.162241888,563,5.158984697,242,5.169835505,1005,6.444786456,313,2.868138917,692,14.78316599,15594,10913,4681,ORAŠJE
107,47084,22947,24137,10734,10900,24189,51.4,14341,30.5,8037,17.1,10,0,507,1.077,16482,35.01,2092,4.44,3141,6.67,15954,33.88,0,0,9415,20,11571,6268,14773,9582,4890,24.6,13.3,31.4,20.4,10.4,22.3,13.25781749,15.34556285,24.56689626,50.18404908,17.5,26.7,13.5,13,13.3,17.3,16.5,31.5,38.7,60,14547,83.02608299,9021,78.40257257,5526,91.87032419,1805,10.30192341,1671,14.52285764,134,2.227763924,510,2.910792763,447,3.884929602,63,1.047381546,432,2.465612693,269,2.337910655,163,2.709891937,227,1.295588151,98,0.851729532,129,2.144638404,17521,11506,6015,PANČEVO
108,49043,24058,24985,8840,9737,47604,97.1,1260,2.6,73,0.1,10,0,96,0.196,47335,96.52,390,0.8,326,0.66,595,1.21,0,0,397,0.81,14380,6180,16094,8852,3537,29.3,12.6,32.8,18,7.2,53.9,33.25242718,49.77631415,65.3637596,79.86994628,28.3,77.8,14.7,51.9,22.2,77.7,38.2,87.8,61.9,93.2,25641,78.40325342,17396,74.85047976,8245,87.1288175,4013,12.27067025,3631,15.62325201,382,4.036774807,1200,3.66927593,1022,4.397401145,178,1.88101025,1128,3.449119374,870,3.743384536,258,2.726408116,722,2.207681018,322,1.385482552,400,4.226989327,32704,23241,9463,PODUNAVLJE
109,34423,14149,14859,4963,5180,34272,99.6,118,0.3,3,0,24,0.1,6,0.017,33647,97.75,41,0.12,29,0.08,6,0.02,0,0,700,2.03,11164,4253,11294,5707,2005,32.4,12.4,32.8,16.6,5.8,59.1,42.84034799,55.37453515,69.72139478,83.99002494,28.6,87,15.5,69.5,24,87,38.4,94.4,63.4,98.2,6567,39.11722659,4673,40.1840227,1894,36.71254119,3888,23.15939957,2994,25.74597988,894,17.32893972,2215,13.19394806,1720,14.79060968,495,9.594882729,1787,10.64450798,1304,11.21334595,483,9.362279512,2331,13.8849178,938,8.066041792,1393,27.00135685,16788,11629,5159,POSAVINA
110,66366,32600,33766,13203,13552,64988,97.9,954,1.4,42,0.1,287,0.4,95,0.143,64307,96.9,447,0.67,195,0.29,219,0.33,134,0.202,1064,1.6,16438,7259,22918,13387,6364,24.8,10.9,34.5,20.2,9.6,51.4,24.78302797,46.42202635,61.11152611,79.6354494,24.2,77.1,10,41,18.8,76,28.1,87.2,59.8,94.1,9554,59.12128713,9055,83.61806261,499,9.360345151,1414,8.75,1281,11.82934712,133,2.494841493,287,1.775990099,253,2.336319143,34,0.637779028,307,1.899752475,196,1.809954751,111,2.082160945,107,0.662128713,44,0.406316373,63,1.181767023,16160,10829,5331,POŽAREVAC
111,35283,16682,18601,6956,6980,35160,99.7,82,0.2,10,0,18,0.1,13,0.037,34887,98.88,59,0.17,9,0.03,43,0.12,3,0.009,282,0.8,8403,3804,11731,7667,3678,23.8,10.8,33.2,21.7,10.4,61.7,36.67192429,55.690052,72.12729881,85.01903208,36.1,83.8,16.1,58.3,28.4,81.2,44.5,92.4,70.9,95.7,1294,17.89022536,829,15.06998728,465,26.84757506,2176,30.08433568,1777,32.3032176,399,23.0369515,940,12.9959906,794,14.43373932,146,8.429561201,710,9.816120559,545,9.907289584,165,9.526558891,2113,29.2133278,1556,28.28576622,557,32.15935335,7233,5501,1732,RAM
112,57645,28425,29220,11658,12705,32568,56.5,24019,41.7,485,0.8,30,0.1,543,0.942,37087,64.34,431,0.75,3752,6.51,15992,27.74,6,0.01,377,0.65,16185,8584,18135,10390,4351,28.1,14.9,31.5,18,7.5,17.3,8.434296365,12.73779983,20.09624639,46.72489083,13.4,20.9,7.5,9.4,10.1,15.3,14.3,25.4,37.4,55.8,1531,51.11853088,981,47.34555985,550,59.58829902,390,13.02170284,332,16.02316602,58,6.283856988,172,5.742904841,136,6.563706564,36,3.900325027,281,9.38230384,203,9.797297297,78,8.450704225,621,20.7345576,420,20.27027027,201,21.77681473,2995,2072,923,RUMA
113,41064,20408,20656,9897,10481,8751,21.3,31529,76.8,109,0.3,6,0,669,1.629,9771,23.79,1004,2.44,29704,72.34,278,0.68,1,0.002,306,0.75,9993,6249,13028,7800,3994,24.3,15.2,31.7,19,9.7,14.9,8.257321171,7.852318084,16.57692308,45.09263896,11.3,18.4,8.7,7.8,5.8,9.9,11.4,21.3,33.4,56.7,5879,69.00234742,4195,69.45364238,1684,67.90322581,1425,16.72535211,1143,18.92384106,282,11.37096774,341,4.002347418,259,4.28807947,82,3.306451613,309,3.626760563,204,3.377483444,105,4.233870968,566,6.643192488,239,3.956953642,327,13.18548387,8520,6040,2480,SENTA
114,34353,16739,17614,7266,7672,15574,45.3,14211,41.4,1588,4.6,13,0,2967,8.637,27104,78.9,3725,10.84,324,0.94,3047,8.87,1,0.003,152,0.44,8785,4943,10921,6559,3145,25.6,14.4,31.8,19.1,9.2,20.2,9.467934453,13.89066935,24.79036438,49.50715421,17,23.2,9.4,9.5,11.2,16.6,19.8,29.2,44.1,54.7,20182,82.19769478,12729,77.56382914,7453,91.53770572,2655,10.81334257,2456,14.96557187,199,2.444116925,830,3.380442308,677,4.125281823,153,1.879145173,575,2.341872684,412,2.510511242,163,2.001965119,311,1.26664766,137,0.834805923,174,2.13706706,24553,16411,8142,ŠID
115,67135,32710,34425,16189,18023,8752,13,53232,79.3,4452,6.6,26,0,673,1.002,17885,26.64,262,0.39,18342,27.32,30512,45.45,7,0.01,127,0.19,14906,9255,20904,14267,7803,22.2,13.8,31.1,21.3,11.6,16.4,9.972987574,10.8974359,17.8243499,36.2809176,13.2,19.4,9.8,10.1,9,12.7,13.6,21.5,27.9,44.1,20997,73.13989132,14561,72.00929727,6436,75.8336279,1087,3.786401003,347,1.716037783,740,8.719217627,1450,5.050856904,1168,5.776173285,282,3.322728879,1082,3.768984255,754,3.728796795,328,3.8647343,969,3.375365752,268,1.325354829,701,8.259691293,28708,20221,8487,SOMBOR
116,33051,16426,16625,6630,6854,28823,87.2,3439,10.4,355,1.1,17,0.1,417,1.262,29866,90.36,381,1.15,742,2.25,1982,6,0,0,80,0.24,9269,4912,10337,5986,2547,28,14.9,31.3,18.1,7.7,28.4,12.60179153,22.53071491,38.64016037,58.61798194,22.9,33.8,11.5,13.7,17.7,27.3,30.1,46.6,48.1,70.3,25816,51.17449997,17282,49.70090878,8534,54.44338118,10291,20.39962733,7946,22.85171977,2345,14.96012759,5761,11.41990604,4476,12.87242609,1285,8.197767145,4233,8.390984598,3182,9.151041068,1051,6.704944179,4346,8.61498206,1886,5.423904291,2460,15.6937799,50447,34772,15675,SREMSKA MITROVICA
117,51686,25171,26515,10432,10936,27903,54,7598,14.7,15748,30.5,9,0,428,0.828,33357,64.54,6893,13.34,530,1.03,10251,19.83,3,0.006,652,1.26,14651,7754,15885,9241,4155,28.3,15,30.7,17.9,8,16.8,7.647665721,10.28643374,23.25505898,44.35619735,14,19.4,7.1,8.1,8.4,12.1,19,26.9,37.8,50.7,13640,89.84915355,8244,86.70593185,5396,95.11722193,665,4.380475594,596,6.268405553,69,1.216287678,249,1.640208155,229,2.408498107,20,0.352547153,354,2.331862196,283,2.976440892,71,1.251542394,273,1.798300507,156,1.640723601,117,2.062400846,15181,9508,5673,STARA PAZOVA
118,57974,28504,29470,13861,14800,24716,42.6,31387,54.1,744,1.3,10,0,1117,1.927,25381,43.78,389,0.67,30978,53.43,852,1.47,3,0.005,371,0.64,13468,9128,18869,11007,5502,23.2,15.7,32.5,19,9.5,17.9,11.74408414,12.67687742,18.71536295,44.1475827,14,21.6,12,11.5,10.5,14.8,12.7,24.1,32,55.9,9835,79.79068635,6436,76.40075973,3399,87.10917478,1348,10.93623235,1218,14.45868946,130,3.331624808,492,3.991562551,405,4.807692308,87,2.229625833,382,3.099140029,280,3.323836657,102,2.61404408,269,2.182378712,85,1.009021842,184,4.715530497,12326,8424,3902,STARI BEČEJ
119,100058,48708,51350,18718,24507,9993,10,84268,84.2,1274,1.3,235,0.2,4288,4.286,53835,53.8,1230,1.23,41401,41.38,2865,2.86,109,0.109,618,0.62,21919,15511,34705,19303,8620,21.9,15.5,34.7,19.3,8.6,22.3,11.29520985,15.07851895,29.66378283,54.80278422,17.4,26.9,10.5,12.1,11.6,18.4,21.6,36.9,46.8,61.4,12764,85.87768284,8445,83.75483487,4319,90.35564854,1243,8.363049183,1088,10.79043935,155,3.242677824,363,2.442306398,293,2.905881186,70,1.464435146,317,2.132813026,205,2.033125062,112,2.343096234,176,1.184148557,52,0.515719528,124,2.594142259,14863,10083,4780,"SUBOTICA, GRAD"
120,32016,15521,16495,5959,5555,31879,99.6,100,0.3,0,0,20,0.1,17,0.053,31821,99.39,60,0.19,4,0.01,10,0.03,17,0.053,104,0.32,10314,4471,9899,5340,1992,32.2,14,30.9,16.7,6.2,53.1,37.19525833,48.92413375,64.40074906,79.51807229,22.6,80.4,9.5,62.8,16.4,79.1,31.7,90.6,60.7,96.3,7408,53.18782309,5044,52.53072277,2364,54.64632455,2867,20.58443423,2329,24.25536347,538,12.43643088,1277,9.168581275,1008,10.49781296,269,6.218215442,1188,8.529580701,888,9.248073318,300,6.93481276,1188,8.529580701,333,3.468027494,855,19.76421637,13928,9602,4326,TAKOVO
121,25805,12613,13192,5582,5957,17217,66.7,4771,18.5,3332,12.9,2,0,483,1.872,18172,70.42,192,0.74,3523,13.65,3898,15.11,0,0,20,0.08,6923,3578,7818,4828,2658,26.8,13.9,30.3,18.7,10.3,19.8,8.971492454,14.31312356,23.65368683,43.26561324,14.6,24.6,8,9.9,11.2,17.3,15.5,31,31.8,54.1,26182,85.56768416,17375,82.78145695,8807,91.65365803,2562,8.373096281,2314,11.02482253,248,2.580913727,733,2.395581411,628,2.992043451,105,1.09272557,737,2.40865416,523,2.491781409,214,2.22707878,384,1.254983986,149,0.70989566,235,2.445623894,30598,20989,9609,TITEL
122,30212,14913,15299,6886,7186,16696,55.3,13168,43.6,74,0.2,1,0,273,0.904,16859,55.8,73,0.24,7621,25.23,5472,18.11,0,0,187,0.62,7969,4540,9040,5758,2905,26.4,15,29.9,19.1,9.6,24,13.92070485,15.85176991,29.73254602,53.87263339,17.6,30.2,13.5,14.3,12,19.6,17.8,40.8,41.3,65.8,2987,18.85970451,2147,19.18163138,840,18.08396125,546,3.447404975,424,3.788081837,122,2.626480086,2686,16.95921202,2129,19.02081658,557,11.99138859,1813,11.44715242,1233,11.01581345,580,12.48654467,2892,18.2598813,1444,12.90092022,1448,31.17330463,15838,11193,4645,VELIKA KIKINDA
123,62882,30857,32025,14745,15430,30444,48.4,26275,41.8,5425,8.6,15,0,723,1.15,21930,34.87,4030,6.41,10334,16.43,16803,26.72,0,0,9785,15.56,15908,8773,19486,12394,6321,25.3,14,31,19.7,10.1,22.6,14.04308674,15.49830648,27.77957076,46.57490903,15.2,29.6,12.8,15.4,10.2,20.6,15.8,38.6,34.5,56.8,15091,90.54962198,9444,86.76159853,5647,97.68206193,1078,6.46825873,1009,9.269637115,69,1.193565127,196,1.176047042,189,1.736334405,7,0.121086317,180,1.080043202,137,1.25861277,43,0.743815949,121,0.726029041,106,0.97381718,15,0.25947068,16666,10885,5781,VELIKI BEČKEREK
124,34996,17396,17600,5913,6020,34469,98.5,410,1.2,15,0,88,0.3,14,0.04,34042,97.27,155,0.44,88,0.25,53,0.15,5,0.014,653,1.87,11517,4431,11583,5433,2032,32.9,12.7,33.1,15.5,5.8,58.7,43.30850824,54.89942157,70.95527333,81.3976378,29.8,87,19.8,69,24.5,87.4,41.4,95,60.1,97.3,16846,88.56526996,11159,85.78567036,5687,94.57841344,1208,6.350875348,1126,8.656211562,82,1.363711957,420,2.2080858,363,2.790590406,57,0.947946117,422,2.218600494,308,2.367773678,114,1.895892233,125,0.657168393,52,0.399753998,73,1.214036255,19021,13008,6013,VRAČAR
125,38716,19213,19503,8479,9111,23697,61.2,12480,32.2,2147,5.5,1,0,391,1.01,12351,31.9,2086,5.39,4929,12.73,7484,19.33,0,0,11866,30.65,10204,4645,11843,7995,4029,26.4,12,30.6,20.7,10.4,29.8,20,21.91167778,35.18449031,53.61131794,20.6,38.6,17.6,22.5,14.7,29,21.9,47.6,40.1,65.8,7012,46.48326152,4634,44.08295282,2378,52.0008747,3334,22.10142526,2673,25.42808219,661,14.4544063,1550,10.27510772,1205,11.4630898,345,7.544281653,1754,11.62744448,1451,13.80327245,303,6.625847365,1435,9.512761021,549,5.22260274,886,19.37458998,15085,10512,4573,VRŠAC
126,30518,15008,15510,6839,7081,21467,70.3,5677,18.6,626,2.1,5,0,2743,8.988,21577,70.7,2443,8.01,4776,15.65,1552,5.09,4,0.013,166,0.54,7993,4603,9325,5721,2876,26.2,15.1,30.6,18.7,9.4,18.4,8.385835325,12.21447721,22.58346443,46.17524339,14.2,22.4,8,8.8,10.3,14,15.2,29.3,34.4,57.6,12206,82.46182948,7997,79.17821782,4209,89.51509996,1574,10.63369815,1392,13.78217822,182,3.870693322,464,3.134711525,370,3.663366337,94,1.999149298,396,2.675314147,280,2.772277228,116,2.467035304,162,1.094446696,61,0.603960396,101,2.148022118,14802,10100,4702,ŽABALJ
127,35458,17929,17529,6789,7215,27714,78.2,1679,4.7,5719,16.1,34,0.1,312,0.88,28515,80.42,2255,6.36,325,0.92,3890,10.97,2,0.006,471,1.33,10856,4814,11554,5888,2346,30.6,13.6,32.6,16.6,6.6,20.5,10.11632738,14.98182448,27.42866848,51.36402387,16.2,24.9,9.9,10.3,11,19.3,21.3,33.3,43.6,59.1,13310,81.48148148,8769,76.41164169,4541,93.45544351,1546,9.464340373,1422,12.39107703,124,2.551965425,475,2.907866544,437,3.80794702,38,0.782053921,908,5.558616468,800,6.971070059,108,2.222679564,96,0.587695133,48,0.418264204,48,0.987857584,16335,11476,4859,ZEMUN
128,30365,15044,15321,5343,5421,29706,97.8,251,0.8,4,0,389,1.3,15,0.049,29718,97.87,63,0.21,33,0.11,23,0.08,22,0.072,506,1.67,8554,4570,9466,5221,2554,28.2,15.1,31.2,17.2,8.4,55.8,34.3107221,53.82421297,66.13675541,80.73610023,31.7,79.3,12.4,57.1,25.6,81.3,41.4,88.1,70.1,91.7,12230,80.96656736,7568,76.26725789,4662,89.96526438,1324,8.7653095,1187,11.96210823,137,2.643766885,441,2.919563059,421,4.242668548,20,0.38595137,476,3.151274412,405,4.081426988,71,1.370127364,634,4.197285667,342,3.446538345,292,5.634890004,15105,9923,5182,ALEKSINAC
129,26588,12886,13702,4858,4870,26573,99.9,14,0.1,0,0,1,0,0,0,26482,99.6,12,0.05,8,0.03,4,0.02,0,0,82,0.31,6481,3407,8565,5353,2782,24.4,12.8,32.2,20.1,10.5,72,49.48635163,69.86573263,81.65514665,87.38317757,52.2,90.1,27.9,70.6,46.5,91.9,63.5,95.7,78.7,97,13407,93.18181818,8310,91.368884,5097,96.29699603,561,3.899082569,456,5.013743815,105,1.983752125,156,1.084236864,150,1.649257834,6,0.113357264,142,0.986933556,111,1.220450797,31,0.585679199,122,0.84792883,68,0.747663551,54,1.020215379,14388,9095,5293,BANJA
130,23765,11456,12309,3605,3626,23291,98,15,0.1,0,0,459,1.9,0,0,23294,98.02,50,0.21,0,0,4,0.02,0,0,417,1.75,8224,3313,6655,3755,1818,34.6,13.9,28,15.8,7.6,67.9,51.8865077,66.37114951,75.76564581,86.13861386,43.4,89.6,27.9,73.2,37.5,91.6,50.8,96.3,74.6,99.2,9905,91.23986735,5946,88.08888889,3959,96.41987336,510,4.697862933,448,6.637037037,62,1.509985387,198,1.823876197,192,2.844444444,6,0.146127618,187,1.722549742,129,1.911111111,58,1.412566975,56,0.515843773,35,0.518518519,21,0.511446663,10856,6750,4106,BELA PALANKA
131,48866,23789,25077,9170,9110,48473,99.2,304,0.6,0,0,34,0.1,55,0.113,47098,96.38,151,0.31,20,0.04,65,0.13,11,0.023,1521,3.11,15133,7289,14827,8283,3334,31,14.9,30.3,17,6.8,60.1,42.73562903,57.82019289,70.17988651,82.81343731,33.8,84.2,16.8,68.9,30,84.9,44.9,90.7,67.6,94.5,18842,81.66608877,11636,77.99450365,7206,88.38464369,2056,8.911234397,1628,10.91225953,428,5.249601374,552,2.392510402,505,3.384945372,47,0.576474917,515,2.232142857,425,2.848716402,90,1.103888139,1107,4.798023578,725,4.859575039,382,4.68539188,23072,14919,8153,BELICA
132,36215,17658,18557,7520,7758,35285,97.4,872,2.4,23,0.1,27,0.1,8,0.022,27116,74.88,102,0.28,65,0.18,69,0.19,13,0.036,8850,24.44,7832,4454,11892,7402,4635,21.6,12.3,32.8,20.4,12.8,59,43.42164347,49.73932055,65.82004864,86.53721683,40.8,75.8,26.5,60.1,31.5,68.2,44.4,82.5,74.9,97.4,17914,89.27094234,11006,85.27155807,6908,96.48044693,1631,8.127771964,1500,11.62160068,131,1.829608939,196,0.976727961,187,1.448826218,9,0.125698324,205,1.021577715,159,1.231889672,46,0.642458101,121,0.602980017,55,0.426125358,66,0.921787709,20067,12907,7160,BOLJEVAC
133,19629,9374,10255,4292,4271,19599,99.8,24,0.1,3,0,1,0,2,0.01,17808,90.72,25,0.13,3,0.02,3,0.02,0,0,1790,9.12,5313,2392,6477,3533,1914,27.1,12.2,33,18,9.8,66.5,60.36789298,60.92326694,69.94056043,86.67711599,48.5,82.3,44.4,76.1,42.9,77.9,48.2,85.5,74.2,97.7,9213,92.06555411,5816,90.88920144,3397,94.1518847,521,5.206355551,362,5.657133927,159,4.406873614,88,0.879384431,81,1.265822785,7,0.194013304,115,1.149195563,98,1.531489295,17,0.471175166,70,0.699510343,42,0.656352555,28,0.776053215,10007,6399,3608,BRZA PALANKA
134,21765,11022,10743,3482,3555,21565,99.1,144,0.7,0,0,55,0.3,1,0.005,21685,99.63,39,0.18,0,0,0,0,5,0.023,36,0.17,6880,3503,6130,3202,2050,31.6,16.1,28.2,14.7,9.4,44,28.83242935,34.71451876,56.74578389,77.75609756,22.3,65.9,15.9,40.7,12,58.3,19.3,90,62.8,97.9,8655,84.57103772,5438,79.05218782,3217,95.88673621,544,5.315614618,484,7.035906382,60,1.788375559,214,2.091068986,208,3.023695305,6,0.178837556,714,6.976744186,686,9.972379706,28,0.834575261,107,1.045534493,63,0.915830789,44,1.31147541,10234,6879,3355,CARIBROD
